"","SERNO","EST_WT","FEMALE","NEMPSIZE","DISABGRP","ETHNIC","EO","GROSSWT","STRATA","SAMPFRAC"
"29",29,0.718280708023249,50,"50-99","none",7.14285714285714,1,84.0235943955339,40,0.0134516802663647
"30",30,0.104106540315163,36.6492146596859,"100-199","none",11.5183246073298,1,12.1782551301384,50,0.16574281745463
"31",31,0.055825477337819,26.5625,"100-199","none",5.20833333333333,1,6.53039572464495,23,0.248883905761701
"32",32,0.263844310853094,20.6349206349206,"50-99","none",0,1,30.8641831961495,34,0.109039200763747
"33",33,0.219265469996613,28.5714285714286,"200-499","none",9.85221674876847,1,25.6494051840039,48,0.0447424704134204
"34",34,0.0711856096090611,30.0141242937853,"500+","under 3%",13.3474576271186,1,8.32720511880568,12,0.172780353782444
"35",35,0.218401827645405,8.86075949367089,"50-99","none",6.32911392405063,1,25.5483773632507,71,0.0505083029706798
"36",36,0.0812295911352926,46.6666666666667,"500+","under 3%",8.37606837606838,1,9.50213773282348,12,0.172780353782444
"37",37,0.153402920208538,21.8390804597701,"200-499","none",1.14942528735632,1,17.944885060557,32,0.0685430440418214
"38",38,0.0812295911352926,33.3174678724417,"500+","under 3%",NA,1,9.50213773282348,12,0.172780353782444
"39",39,0.0837916746240899,44.9744463373084,"500+","under 3%",19.9318568994889,1,9.8018471103211,34,0.109039200763747
"40",40,1.07314842675729,47.2222222222222,"25-49","none",88.8888888888889,0,125.535583969967,35,0.00960117935381334
"41",41,0.02721069349862,36.6552119129439,"500+",NA,NA,1,3.18307348117616,18,0.0856239473833312
"42",42,6.82178250141247,37.5,"10-24","none",12.5,1,798.003732455361,31,0.00203687213623926
"43",43,0.294925358045042,84.375,"25-49","none",0,1,34.5000058953723,7,0.0660441576372327
"44",44,0.0812295911352926,25.1028806584362,"200-499","under 3%",4.52674897119342,1,9.50213773282348,12,0.172780353782444
"45",45,0.718280708023249,68.75,"25-49","none",0,1,84.0235943955339,28,0.0152474354483935
"46",46,0.0710645991089654,28.3870967741935,"500+","none",33.3870967741936,1,8.31304945923685,46,0.0882505916647048
"47",47,0.0825735353553737,59.9250936329588,"500+","none",18.3520599250936,1,9.65935067586506,10,0.137892762595973
"48",48,0.0915466462254237,43.3569979716024,"500+","under 3%",6.64300202839757,1,10.7090141567153,10,0.137892762595973
"49",49,0.290305676317893,66.6666666666667,"200-499","none",3.50877192982456,1,33.9596012049181,52,0.0395070592012929
"50",50,0.0837916746240899,15.0877192982456,"500+","under 3%",25.0877192982456,1,9.8018471103211,34,0.109039200763747
"51",51,0.153402920208538,65.0759219088937,"200-499","under 3%",NA,0,17.944885060557,7,0.0660441576372327
"52",52,0.718280708023249,95.5882352941177,"50-99","none",23.5294117647059,1,84.0235943955339,25,0.0162259740400225
"53",53,6.01691172848781,87.5,"10-24","none",12.5,1,703.850938694329,20,0.00176686901269449
"54",54,0.718280708023249,50,"50-99","none",18.6046511627907,1,84.0235943955339,25,0.0162259740400225
"55",55,0.384390401084471,56.7251461988304,"100-199","under 3%",83.625730994152,1,44.9655166698599,5,0.0293788467561389
"56",56,0.419296780461778,65,"50-99","3%+",26.6666666666667,1,49.0488220264623,36,0.0288290343078592
"57",57,0.338978578102391,40.0641025641026,"200-499",NA,NA,1,39.6532974324687,13,0.0206154527415511
"58",58,1.30650184242575,61.7021276595745,"25-49","none",53.1914893617021,1,152.832979723361,45,0.00887901532258706
"59",59,0.718280708023249,76.1904761904762,"25-49","3%+",59.5238095238095,1,84.0235943955339,51,0.014184648041484
"60",60,0.290305676317893,6.77966101694915,"200-499","3%+",11.5254237288136,0,33.9596012049181,52,0.0395070592012929
"61",61,0.307921568243166,52,"100-199","under 3%",12,1,36.020286590884,19,0.0295446803152804
"62",62,0.794752899160812,48.051948051948,"50-99","none",10.3896103896104,1,92.9692173238785,39,0.0163253230707967
"63",63,7.04578455260305,92.3076923076923,"10-24","none",7.69230769230769,0,824.207217085768,53,0.0016595032120847
"64",64,0.307921568243166,64.7959183673469,"100-199","under 3%",31.6326530612245,1,36.020286590884,19,0.0295446803152804
"65",65,0.718280708023249,40,"50-99","under 3%",16.9230769230769,1,84.0235943955339,28,0.0152474354483935
"66",66,0.09759844720615,5.09554140127389,"200-499",NA,29.9363057324841,1,11.4169463972546,60,0.102020278469018
"67",67,1.51947713128357,85.7142857142857,"25-49","none",75,1,177.746567248925,61,0.00677928528601078
"68",68,0.718280708023249,51.6666666666667,"50-99","none",40,1,84.0235943955339,28,0.0152474354483935
"69",69,0.0429911563363997,8.32196452933151,"500+","none",NA,1,5.02905262838789,23,0.248883905761701
"70",70,0.419296780461778,50,"50-99","under 3%",3.84615384615385,1,49.0488220264623,17,0.0318460922494122
"71",71,1.15441523964318,35.2941176470588,"25-49","none",5.88235294117647,1,135.042075857427,14,0.00764436506295462
"72",72,1.67319266412612,21.2121212121212,"25-49","none",0,1,195.728021351181,37,0.00711468056360617
"73",73,0.153402920208538,8.48484848484848,"100-199","none",13.3333333333333,1,17.944885060557,8,0.0667155112406435
"74",74,0.263844310853094,8.88888888888889,"50-99","none",3.33333333333333,1,30.8641831961495,34,0.109039200763747
"75",75,0.316822932775744,43.3333333333333,"25-49","none",6.66666666666667,1,37.0615572733592,46,0.0882505916647048
"76",76,0.153402920208538,53.2879818594104,"200-499","under 3%",43.3106575963719,1,17.944885060557,32,0.0685430440418214
"77",77,0.153402920208538,41.7021276595745,"200-499","none",23.4042553191489,1,17.944885060557,7,0.0660441576372327
"78",78,0.165401651118795,46.6292134831461,"500+","under 3%",56.7415730337079,1,19.3484818549622,22,0.0678528773597605
"79",79,0.153402920208538,10.2272727272727,"100-199","under 3%",NA,1,17.944885060557,8,0.0667155112406435
"80",80,0.165401651118795,60,"200-499","under 3%",90.1369863013699,1,19.3484818549622,22,0.0678528773597605
"81",81,0.419296780461778,10.054347826087,"200-499","under 3%",35.054347826087,1,49.0488220264623,3,0.031385858661507
"82",82,2.14708100248896,61.1111111111111,"10-24","none",22.2222222222222,0,251.16289672317,22,0.0678528773597605
"83",83,0.718280708023249,67.1641791044776,"50-99","3%+",10.4477611940299,1,84.0235943955339,25,0.0162259740400225
"84",84,0.892390757821409,76.7441860465116,"50-99","none",68.6046511627907,1,104.390774024634,65,0.0100069779653621
"85",85,0.0855840010181353,68.3093252463988,"500+","under 3%",38.3623957543594,1,10.0115112489726,6,0.14468074108807
"86",86,0.84537817037576,20,"25-49","none",0,0,98.8912993277724,30,0.0110481515839893
"87",87,0.384390401084471,75.4385964912281,"50-99","none",33.3333333333333,1,44.9655166698599,5,0.0293788467561389
"88",88,1.07314842675729,66.6666666666667,"10-24","none",33.3333333333333,1,125.535583969967,35,0.00960117935381334
"89",89,0.0346126068567274,11.7647058823529,"200-499","under 3%",11.7647058823529,1,4.04894020821677,58,0.204786685201212
"90",90,0.718280708023249,71.9298245614035,"50-99","none",21.0526315789474,1,84.0235943955339,70,0.0151327261937494
"91",91,1.51961384030641,46,"50-99","3%+",6,0,177.76255930239,1,0.00299709786995824
"92",92,1.90238698199985,75,"10-24","none",8.33333333333333,1,222.538890956439,15,0.016978345739305
"93",93,1.24817577066449,97.6190476190476,"25-49","none",11.9047619047619,1,146.010067536509,54,0.00700256416632904
"94",94,0.153402920208538,43.3962264150943,"200-499","under 3%",23.1132075471698,1,17.944885060557,7,0.0660441576372327
"95",95,2.2539898569068,64.2857142857143,"10-24","3%+",50,1,263.668963112753,32,0.0685430440418214
"96",96,0.405772964770805,7.40740740740741,"50-99","none",3.7037037037037,1,47.4668226888697,16,0.0271659520382396
"97",97,0.153402920208538,28.2738095238095,"200-499","3%+",10.1190476190476,1,17.944885060557,32,0.0685430440418214
"98",98,0.055825477337819,2.77777777777778,"100-199","none",2.77777777777778,1,6.53039572464495,23,0.248883905761701
"99",99,0.0812295911352926,41.6666666666667,"500+","under 3%",1.64141414141414,1,9.50213773282348,12,0.172780353782444
"100",100,0.0623618158688292,38.3002207505519,"500+","under 3%",23.2891832229581,1,7.29500857227795,32,0.0685430440418214
"101",101,0.718280708023249,17.8082191780822,"50-99","none",6.84931506849315,1,84.0235943955339,28,0.0152474354483935
"102",102,0.153402920208538,16.6423357664234,"500+","under 3%",NA,1,17.944885060557,7,0.0660441576372327
"103",103,1.67319266412612,76,"25-49","none",8,1,195.728021351181,37,0.00711468056360617
"104",104,1.12865127007634,53.3333333333333,"10-24","3%+",20,1,132.028238363641,42,0.00753854006431771
"105",105,1.30650184242575,87.5,"10-24","3%+",54.1666666666667,1,152.832979723361,45,0.00887901532258706
"106",106,0.146822421210452,29.9741602067183,"200-499","under 3%",2.58397932816537,1,17.1751063757625,18,0.0856239473833312
"107",107,0.0837916746240899,58.4158415841584,"200-499","under 3%",34.9009900990099,1,9.8018471103211,41,0.153122454904394
"108",108,1.24817577066449,89.1891891891892,"25-49","none",0,1,146.010067536509,54,0.00700256416632904
"109",109,0.718280708023249,1.85185185185185,"50-99","none",1.85185185185185,1,84.0235943955339,51,0.014184648041484
"110",110,0.476374493812164,56.7441860465116,"200-499","none",14.8837209302326,1,55.7257027807511,51,0.014184648041484
"111",111,0.0817446724027559,80,"100-199",NA,NA,1,9.56239130641198,45,0.00887901532258706
"112",112,1.51947713128357,77.4193548387097,"25-49","3%+",9.67741935483871,1,177.746567248925,61,0.00677928528601078
"113",113,0.384390401084471,61.7142857142857,"100-199","under 3%",25.1428571428571,1,44.9655166698599,5,0.0293788467561389
"114",114,6.01691172848781,94.7368421052632,"10-24","none",0,1,703.850938694329,20,0.00176686901269449
"115",115,0.0169768381578869,16.6988416988417,"500+","under 3%",16.6988416988417,1,1.98592966170927,11,0.610282116379497
"116",116,0.718280708023249,18.3333333333333,"50-99","none",20,1,84.0235943955339,40,0.0134516802663647
"117",117,0.419296780461778,4.83870967741935,"100-199","none",NA,1,49.0488220264623,36,0.0288290343078592
"118",118,0.419296780461778,0.925925925925926,"100-199","none",0,1,49.0488220264623,3,0.031385858661507
"119",119,0.165401651118795,59.8944591029024,"200-499","under 3%",51.7150395778364,1,19.3484818549622,22,0.0678528773597605
"120",120,1.51947713128357,97.2222222222222,"25-49","none",44.4444444444444,1,177.746567248925,61,0.00677928528601078
"121",121,0.307921568243166,86.4705882352941,"100-199","under 3%",61.7647058823529,1,36.020286590884,19,0.0295446803152804
"122",122,1.24817577066449,87.0967741935484,"50-99","none",20.9677419354839,1,146.010067536509,54,0.00700256416632904
"123",123,0.0837916746240899,71.7149220489978,"200-499","under 3%",56.5701559020045,1,9.8018471103211,38,0.148499982783503
"124",124,1.24817577066449,84.6153846153846,"25-49","none",0,1,146.010067536509,54,0.00700256416632904
"125",125,0.165401651118795,71.7171717171717,"100-199","3%+",15.1515151515152,1,19.3484818549622,22,0.0678528773597605
"126",126,0.0837916746240899,61.734693877551,"500+","under 3%",66.6666666666667,1,9.8018471103211,68,0.135911559128669
"127",127,1.51947713128357,87.8048780487805,"25-49","none",73.1707317073171,1,177.746567248925,61,0.00677928528601078
"128",128,1.24817577066449,92.5,"25-49","none",2.5,1,146.010067536509,54,0.00700256416632904
"129",129,0.955153835129009,57.5,"25-49","none",0,1,111.732721666835,26,0.0125989030547696
"130",130,1.24817577066449,95.3488372093023,"25-49","none",4.65116279069767,0,146.010067536509,54,0.00700256416632904
"131",131,0.0837916746240899,34.9768875192604,"500+","under 3%",8.32049306625578,1,9.8018471103211,38,0.148499982783503
"132",132,0.263844310853094,70.3125,"50-99","3%+",15.625,1,30.8641831961495,29,0.070312360811053
"133",133,1.15441523964318,68.9655172413793,"25-49","none",17.2413793103448,1,135.042075857427,14,0.00764436506295462
"134",134,0.294925358045042,47.6190476190476,"25-49","none",9.52380952380952,1,34.5000058953723,10,0.137892762595973
"135",135,0.153402920208538,4.94505494505495,"100-199","none",13.1868131868132,1,17.944885060557,8,0.0667155112406435
"136",136,0.0837916746240899,46.6911764705882,"500+","under 3%",25,1,9.8018471103211,38,0.148499982783503
"137",137,0.14118307563468,38.3561643835616,"200-499","under 3%",50,1,16.5154226615513,4,0.075391715169125
"138",138,0.126425928378749,50,"200-499",NA,NA,1,14.789149713361,38,0.148499982783503
"139",139,0.0837916746240899,43.3106575963719,"500+","under 3%",13.3786848072562,1,9.8018471103211,38,0.148499982783503
"140",140,0.219265469996613,29.9363057324841,"100-199","under 3%",8.28025477707006,1,25.6494051840039,48,0.0447424704134204
"141",141,4.74032608814087,69.2307692307692,"10-24","none",0,0,554.51751952055,1,0.00299709786995824
"142",142,0.153402920208538,19.8675496688742,"200-499","under 3%",11.5894039735099,1,17.944885060557,8,0.0667155112406435
"143",143,5.30629580622797,10,"10-24","none",10,0,620.723961516714,59,0.0020107635442453
"144",144,0.153402920208538,41.6666666666667,"200-499","under 3%",26.6666666666667,1,17.944885060557,29,0.070312360811053
"145",145,0.153402920208538,51.8018018018018,"200-499","under 3%",4.95495495495495,1,17.944885060557,7,0.0660441576372327
"146",146,1.07314842675729,35.7142857142857,"25-49","none",0,0,125.535583969967,35,0.00960117935381334
"147",147,0.557849777795442,54.8387096774194,"50-99","none",8.06451612903226,1,65.2565813609541,15,0.016978345739305
"148",148,0.146822421210452,28.5185185185185,"200-499","under 3%",1.85185185185185,1,17.1751063757625,18,0.0856239473833312
"149",149,0.0837916746240899,78.3279742765273,"500+","under 3%",13.3118971061093,1,9.8018471103211,68,0.135911559128669
"150",150,0.0812792614987188,75.0112968820605,"500+","under 3%",60.0090375056484,1,9.50794811088791,10,0.137892762595973
"151",151,0.153402920208538,18.3673469387755,"100-199","none",34.6938775510204,1,17.944885060557,8,0.0667155112406435
"152",152,0.219265469996613,43.2835820895522,"100-199","none",5.97014925373134,0,25.6494051840039,48,0.0447424704134204
"153",153,1.24817577066449,96,"25-49","none",4,1,146.010067536509,54,0.00700256416632904
"154",154,10.6948585549827,29.6296296296296,"25-49","3%+",0,0,1251.07140885703,24,0.00097430456720994
"155",155,0.153402920208538,33.6283185840708,"100-199","none",5.30973451327434,1,17.944885060557,27,0.0685301945915056
"156",156,0.14118307563468,44.9122807017544,"200-499","none",41.7543859649123,1,16.5154226615513,4,0.075391715169125
"157",157,6.01691172848781,44.4444444444444,"10-24","none",0,0,703.850938694329,20,0.00176686901269449
"158",158,0.718280708023249,3.47222222222222,"100-199","none",53.4722222222222,0,84.0235943955339,40,0.0134516802663647
"159",159,0.679584880765644,42.0560747663551,"100-199","under 3%",34.5794392523364,1,79.497004083453,70,0.0151327261937494
"160",160,0.0866417530020398,68.3309557774608,"500+","none",30.0285306704708,1,10.1352457759812,68,0.135911559128669
"161",161,0.134974845120406,3.28467153284672,"200-499","none",8.3941605839416,1,15.7891914864431,46,0.0882505916647048
"162",162,0.718280708023249,58.8235294117647,"25-49","3%+",50,1,84.0235943955339,51,0.014184648041484
"163",163,0.0825735353553737,46.605504587156,"500+","under 3%",11.743119266055,1,9.65935067586506,10,0.137892762595973
"164",164,0.263844310853094,47.2727272727273,"50-99","none",9.09090909090909,1,30.8641831961495,10,0.137892762595973
"165",165,0.165401651118795,66.6666666666667,"200-499","none",0,1,19.3484818549622,22,0.0678528773597605
"166",166,0.0699125622596829,61.6294349540079,"500+","none",65.0459921156373,1,8.17828560456057,6,0.14468074108807
"167",167,0.219265469996613,67,"100-199","none",5,1,25.6494051840039,48,0.0447424704134204
"168",168,1.51947713128357,52.1739130434783,"25-49","under 3%",17.3913043478261,1,177.746567248925,61,0.00677928528601078
"169",169,0.794752899160812,36.5591397849462,"50-99","under 3%",2.1505376344086,1,92.9692173238785,39,0.0163253230707967
"170",170,1.35918434841621,63.1578947368421,"10-24","none",10.5263157894737,1,158.995714522776,48,0.0447424704134204
"171",171,0.153402920208538,50.1501501501502,"200-499",NA,NA,1,17.944885060557,7,0.0660441576372327
"172",172,0.718280708023249,80,"100-199","none",5.71428571428571,1,84.0235943955339,25,0.0162259740400225
"173",173,0.14118307563468,40,"200-499","under 3%",15,1,16.5154226615513,4,0.075391715169125
"174",174,0.384390401084471,28.5024154589372,"200-499","under 3%",26.5700483091787,1,44.9655166698599,5,0.0293788467561389
"175",175,0.419296780461778,66.40625,"100-199","none",11.71875,1,49.0488220264623,9,0.0277592553305859
"176",176,1.89017711435322,86.4864864864865,"25-49","under 3%",8.10810810810811,0,221.110595646118,66,0.00498861189357964
"177",177,0.134974845120406,43.4121621621622,"500+","under 3%",30.0675675675676,1,15.7891914864431,46,0.0882505916647048
"178",178,1.15441523964318,5.45454545454545,"50-99","none",7.27272727272727,0,135.042075857427,14,0.00764436506295462
"179",179,0.452631826082335,34.6938775510204,"50-99","under 3%",7.14285714285714,1,52.9483146915049,13,0.0206154527415511
"180",180,0.0699125622596829,73.3229329173167,"500+","none",NA,1,8.17828560456057,6,0.14468074108807
"181",181,1.26093489429208,62.962962962963,"25-49","none",0,0,147.5026141364,21,0.00836911812572894
"182",182,0.165401651118795,51.7021276595745,"200-499","under 3%",8.29787234042553,1,19.3484818549622,22,0.0678528773597605
"183",183,0.955153835129009,32.6530612244898,"25-49","none",0,0,111.732721666835,26,0.0125989030547696
"184",184,0.219265469996613,56.6666666666667,"100-199","none",4.16666666666667,1,25.6494051840039,48,0.0447424704134204
"185",185,0.419296780461778,43.1034482758621,"50-99","under 3%",29.3103448275862,1,49.0488220264623,17,0.0318460922494122
"186",186,2.14708100248896,45.4545454545455,"10-24","none",9.09090909090909,1,251.16289672317,7,0.0660441576372327
"187",187,0.218401827645405,16.8067226890756,"100-199","under 3%",6.72268907563025,1,25.5483773632507,71,0.0505083029706798
"188",188,0.439176109630008,40.1041666666667,"100-199","none",3.64583333333333,1,51.3742815191494,28,0.0152474354483935
"189",189,0.220388652047649,40.7407407407407,"50-99","none",11.1111111111111,1,25.7807936398464,50,0.16574281745463
"190",190,0.557849777795442,48.695652173913,"100-199","under 3%",8.69565217391304,1,65.2565813609541,15,0.016978345739305
"191",191,0.955153835129009,66.0714285714286,"50-99","none",5.35714285714286,0,111.732721666835,26,0.0125989030547696
"192",192,0.419296780461778,40,"50-99","under 3%",3.33333333333333,1,49.0488220264623,3,0.031385858661507
"193",193,0.955153835129009,43.6363636363636,"50-99","none",7.27272727272727,NA,111.732721666835,26,0.0125989030547696
"194",194,0.290305676317893,4,"200-499","under 3%",33.3333333333333,1,33.9596012049181,52,0.0395070592012929
"195",195,0.50262473838937,51.7857142857143,"50-99","under 3%",19.6428571428571,1,58.7964241275749,13,0.0206154527415511
"196",196,0.146822421210452,71.875,"200-499","under 3%",21.875,0,17.1751063757625,18,0.0856239473833312
"197",197,0.718280708023249,1.33333333333333,"50-99","none",5.33333333333333,1,84.0235943955339,40,0.0134516802663647
"198",198,1.67319266412612,56.4102564102564,"25-49","none",20.5128205128205,1,195.728021351181,37,0.00711468056360617
"199",199,0.068973320596291,53.3117932148627,"500+","none",NA,1,8.0684142691861,6,0.14468074108807
"200",200,0.218401827645405,19.5402298850575,"50-99","under 3%",3.44827586206897,1,25.5483773632507,71,0.0505083029706798
"201",201,0.665487665857024,34.6153846153846,"50-99","none",57.6923076923077,1,77.8479292101373,47,0.0196276151888675
"202",202,1.12865127007634,48.2758620689655,"50-99","none",6.89655172413793,0,132.028238363641,42,0.00753854006431771
"203",203,0.419296780461778,51.3513513513514,"100-199","none",11.4864864864865,1,49.0488220264623,9,0.0277592553305859
"204",204,0.955153835129009,7.14285714285714,"10-24","3%+",0,1,111.732721666835,26,0.0125989030547696
"205",205,0.153402920208538,31.5126050420168,"200-499","under 3%",31.5126050420168,1,17.944885060557,7,0.0660441576372327
"206",206,0.294925358045042,72.7272727272727,"25-49","none",13.6363636363636,1,34.5000058953723,36,0.0288290343078592
"207",207,0.0837916746240899,70.0869565217391,"500+","under 3%",5.04347826086957,1,9.8018471103211,41,0.153122454904394
"208",208,0.419296780461778,64.9006622516556,"200-499","under 3%",26.8211920529801,1,49.0488220264623,9,0.0277592553305859
"209",209,0.134974845120406,75,"200-499","under 3%",25,1,15.7891914864431,46,0.0882505916647048
"210",210,0.419296780461778,45.2127659574468,"100-199","none",0,1,49.0488220264623,9,0.0277592553305859
"211",211,0.0169768381578869,28.2555282555283,"200-499","under 3%",10.0737100737101,1,1.98592966170927,11,0.610282116379497
"212",212,0.718280708023249,68,"25-49","none",0,1,84.0235943955339,28,0.0152474354483935
"213",213,0.0571843481474326,43.3701657458564,"500+","none",1.51933701657459,1,6.68935476178396,62,0.209658000915172
"214",214,0.165713941805063,50.1960784313725,"200-499","3%+",14.9019607843137,1,19.3850132356096,32,0.0685430440418214
"215",215,0.235787956248483,48.3,"500+","under 3%",15,1,27.5821853181851,32,0.0685430440418214
"216",216,0.0466081457594342,55.0660792951542,"200-499","under 3%",3.9647577092511,1,5.45216360550208,62,0.209658000915172
"217",217,0.0837916746240899,28.3987915407855,"500+","3%+",9.96978851963746,1,9.8018471103211,38,0.148499982783503
"218",218,1.82515841520254,59.0909090909091,"10-24","none",0,1,213.504788133068,50,0.16574281745463
"219",219,0.153402920208538,61.7021276595745,"200-499","under 3%",10.2127659574468,1,17.944885060557,27,0.0685301945915056
"220",220,4.74032608814087,91.6666666666667,"10-24","none",0,0,554.51751952055,1,0.00299709786995824
"221",221,0.718280708023249,63.3333333333333,"50-99","none",0,1,84.0235943955339,70,0.0151327261937494
"222",222,7.04578455260305,100,"25-49","none",0,1,824.207217085768,63,0.00193498265138828
"223",223,0.562112990626812,56.8965517241379,"50-99","under 3%",3.44827586206897,1,65.7552867581111,14,0.00764436506295462
"224",224,2.14708100248896,81.8181818181818,"10-24","none",0,1,251.16289672317,7,0.0660441576372327
"225",225,0.153402920208538,21.6748768472906,"200-499","3%+",10.0985221674877,1,17.944885060557,7,0.0660441576372327
"226",226,0.290305676317893,16.7808219178082,"200-499","under 3%",0.342465753424658,1,33.9596012049181,52,0.0395070592012929
"227",227,1.67319266412612,51.6129032258064,"25-49","none",0,1,195.728021351181,37,0.00711468056360617
"228",228,0.0275023234894545,19.672131147541,"100-199","none",0,1,3.21718799906553,11,0.610282116379497
"229",229,2.14708100248896,80.952380952381,"10-24","none",0,1,251.16289672317,7,0.0660441576372327
"230",230,0.666068356108325,13.4920634920635,"100-199","none",0.793650793650794,1,77.9158576420161,49,0.0161986580425173
"231",231,0.794752899160812,7.69230769230769,"100-199","none",0,0,92.9692173238785,39,0.0163253230707967
"232",232,0.290305676317893,8.23529411764706,"200-499","under 3%",0,1,33.9596012049181,52,0.0395070592012929
"233",233,0.419296780461778,13.0081300813008,"100-199","none",0,1,49.0488220264623,36,0.0288290343078592
"234",234,0.665487665857024,46.031746031746,"50-99","under 3%",0,0,77.8479292101373,47,0.0196276151888675
"235",235,0.0398221175469206,43.3345183078564,"500+","under 3%",0.355492356914326,1,4.65834236581699,60,0.102020278469018
"236",236,0.219265469996613,80.188679245283,"100-199","none",0,1,25.6494051840039,48,0.0447424704134204
"237",237,0.141728234012155,61.6216216216216,"500+","under 3%",0,1,16.5791946185017,64,0.0787874970446767
"238",238,0.955153835129009,48.780487804878,"25-49","none",0,1,111.732721666835,26,0.0125989030547696
"239",239,1.35918434841621,77.2727272727273,"10-24","none",9.09090909090909,1,158.995714522776,13,0.0206154527415511
"240",240,0.50262473838937,82.8571428571429,"25-49","none",0,1,58.7964241275749,13,0.0206154527415511
"241",241,0.141728234012155,23.2600732600733,"500+","none",0,0,16.5791946185017,64,0.0787874970446767
"242",242,1.51947713128357,69.2307692307692,"25-49","none",3.84615384615385,1,177.746567248925,61,0.00677928528601078
"243",243,0.384390401084471,88.3720930232558,"100-199","none",NA,1,44.9655166698599,5,0.0293788467561389
"244",244,0.153402920208538,86.2745098039216,"100-199","none",0.980392156862745,1,17.944885060557,32,0.0685430440418214
"245",245,0.0837916746240899,5.05263157894737,"200-499",NA,NA,1,9.8018471103211,34,0.109039200763747
"246",246,1.30650184242575,64.2857142857143,"10-24","none",7.14285714285714,1,152.832979723361,45,0.00887901532258706
"247",247,1.06317753604698,28.2722513089005,"100-199","under 3%",1.04712041884817,1,124.369201429761,45,0.00887901532258706
"248",248,0.0624406157548613,40.0126023944549,"500+","under 3%",0.378071833648393,1,7.30422648609413,38,0.148499982783503
"249",249,0.165401651118795,11.7142857142857,"500+","under 3%",0.142857142857143,1,19.3484818549622,22,0.0678528773597605
"250",250,0.384390401084471,75.187969924812,"100-199","none",0,1,44.9655166698599,5,0.0293788467561389
"251",251,0.666068356108325,13.4615384615385,"100-199","3%+",0,1,77.9158576420161,49,0.0161986580425173
"252",252,0.892390757821409,3.44827586206897,"50-99","none",0,0,104.390774024634,65,0.0100069779653621
